LOCATION;MEASURE;TIME;Value
CHL;MLN_USD;2015;407878.248
CHL;MLN_USD;2016;426776.809
CHL;MLN_USD;2017;451984.54
CHL;MLN_USD;2018;481604.385
CHL;MLN_USD;2019;481296.363
CHL;MLN_USD;2020;480011.058
CHN;MLN_USD;2000;3687630.036
CHN;MLN_USD;2001;4082649.601
CHN;MLN_USD;2002;4526019.906
CHN;MLN_USD;2003;5072832.62
CHN;MLN_USD;2004;5736266.277
CHN;MLN_USD;2005;6588930.105
CHN;MLN_USD;2006;7651865.385
CHN;MLN_USD;2007;8975591.932
CHN;MLN_USD;2008;10033233.895
CHN;MLN_USD;2009;11059906.363
CHN;MLN_USD;2010;12378809.289
CHN;MLN_USD;2011;13844365.747
CHN;MLN_USD;2012;15124539.502
CHN;MLN_USD;2013;16185062.522
CHN;MLN_USD;2014;17121277.096
CHN;MLN_USD;2015;17796747.039
CHN;MLN_USD;2016;18712097.153
CHN;MLN_USD;2017;19887035.113
CHN;MLN_USD;2018;21739076.019
CHN;MLN_USD;2019;23547025.985
CHN;MLN_USD;2020;24273355.462
COL;MLN_USD;2000;262804.16
COL;MLN_USD;2001;273074.932
COL;MLN_USD;2002;284339.865
COL;MLN_USD;2003;300969.204
COL;MLN_USD;2004;325554.521
COL;MLN_USD;2005;351494.949
COL;MLN_USD;2006;386455.856
COL;MLN_USD;2007;423576.909
COL;MLN_USD;2008;445994.474
COL;MLN_USD;2009;454515.97
COL;MLN_USD;2010;480479.224
COL;MLN_USD;2011;524596.546
COL;MLN_USD;2012;548251.361
COL;MLN_USD;2013;585888.316
COL;MLN_USD;2014;618792.732
COL;MLN_USD;2015;624119.465
COL;MLN_USD;2016;665398.39
COL;MLN_USD;2017;693117.075
COL;MLN_USD;2018;747103.675
COL;MLN_USD;2019;789757.066
COL;MLN_USD;2020;759734.713
EST;MLN_USD;2000;13161.409
EST;MLN_USD;2001;14317.383
EST;MLN_USD;2002;16087.747
EST;MLN_USD;2003;18001.073
EST;MLN_USD;2004;19806.496
EST;MLN_USD;2005;22536.556
EST;MLN_USD;2006;26054.463
EST;MLN_USD;2007;29756.67
EST;MLN_USD;2008;30488.762
EST;MLN_USD;2009;27328.024
EST;MLN_USD;2010;28785.782
EST;MLN_USD;2011;32598.245
EST;MLN_USD;2012;34384.891
EST;MLN_USD;2013;36198.154
EST;MLN_USD;2014;38050.086
EST;MLN_USD;2015;38378.235
EST;MLN_USD;2016;41201.029
EST;MLN_USD;2017;44556.482
EST;MLN_USD;2018;47920.841
EST;MLN_USD;2019;50223.221
EST;MLN_USD;2020;50048.508
IND;MLN_USD;2000;2184673.041
IND;MLN_USD;2001;2340291.709
IND;MLN_USD;2002;2467741.847
IND;MLN_USD;2003;2711146.365
IND;MLN_USD;2004;3004720.21
IND;MLN_USD;2005;3341591.216
IND;MLN_USD;2006;3692995.148
IND;MLN_USD;2007;4117624.771
IND;MLN_USD;2008;4339909.751
IND;MLN_USD;2009;4700537.116
IND;MLN_USD;2010;5170042.862
IND;MLN_USD;2011;5618380.736
IND;MLN_USD;2012;6153155.414
IND;MLN_USD;2013;6477517.562
IND;MLN_USD;2014;6781021.981
IND;MLN_USD;2015;7159798.323
IND;MLN_USD;2016;7735001.686
IND;MLN_USD;2017;8276934.252
IND;MLN_USD;2018;9029375.941
IND;MLN_USD;2019;9562005.61
IDN;MLN_USD;2000;1097928.464
IDN;MLN_USD;2001;1162890.788
IDN;MLN_USD;2002;1234436.591
IDN;MLN_USD;2003;1317467.763
IDN;MLN_USD;2004;1421001.335
IDN;MLN_USD;2005;1548675.945
IDN;MLN_USD;2006;1683312.047
IDN;MLN_USD;2007;1838206.148
IDN;MLN_USD;2008;1986656.18
IDN;MLN_USD;2009;2052493.739
IDN;MLN_USD;2010;2056981.02
IDN;MLN_USD;2011;2229511.719
IDN;MLN_USD;2012;2413435.226
IDN;MLN_USD;2013;2535041.373
IDN;MLN_USD;2014;2622251.601
IDN;MLN_USD;2015;2647706.549
IDN;MLN_USD;2016;2744896.64
IDN;MLN_USD;2017;2894125.53
IDN;MLN_USD;2018;3116958.911
IDN;MLN_USD;2019;3331833.185
IDN;MLN_USD;2020;3301775.405
IDN;MLN_USD;2021;3581362.838
ISR;MLN_USD;2000;156918.15
ISR;MLN_USD;2001;160618.29
ISR;MLN_USD;2002;165760.975
ISR;MLN_USD;2003;159517.821
ISR;MLN_USD;2004;171851.347
ISR;MLN_USD;2005;172238.932
ISR;MLN_USD;2006;181286.695
ISR;MLN_USD;2007;197547.197
ISR;MLN_USD;2008;201065.271
ISR;MLN_USD;2009;205568.428
ISR;MLN_USD;2010;219865.033
ISR;MLN_USD;2011;237915.695
ISR;MLN_USD;2012;251920.659
ISR;MLN_USD;2013;276637.287
ISR;MLN_USD;2014;282342.337
ISR;MLN_USD;2015;297241.715
ISR;MLN_USD;2016;323408.139
ISR;MLN_USD;2017;340875.782
ISR;MLN_USD;2018;354478.165
ISR;MLN_USD;2019;362196.511
ISR;MLN_USD;2020;363897.821
RUS;MLN_USD;2000;1073593.408
RUS;MLN_USD;2001;1152998.495
RUS;MLN_USD;2002;1253122.777
RUS;MLN_USD;2003;1437840.922
RUS;MLN_USD;2004;1582506.988
RUS;MLN_USD;2005;1822444.794
RUS;MLN_USD;2006;2291243.855
RUS;MLN_USD;2007;2553606.502
RUS;MLN_USD;2008;3091455.591
RUS;MLN_USD;2009;2973733.08
RUS;MLN_USD;2010;3143873.887
RUS;MLN_USD;2011;3259319.17
RUS;MLN_USD;2012;3480301.72
RUS;MLN_USD;2013;3741783.371
RUS;MLN_USD;2014;3763536.922
RUS;MLN_USD;2015;3526234.314
RUS;MLN_USD;2016;3538975.3
RUS;MLN_USD;2017;3807099.411
RUS;MLN_USD;2018;4231840.387
RUS;MLN_USD;2019;4398115.281
RUS;MLN_USD;2020;4367291.715
SVN;MLN_USD;2000;35803.079
SVN;MLN_USD;2001;37745.933
SVN;MLN_USD;2002;40372.33
SVN;MLN_USD;2003;42134.66
SVN;MLN_USD;2004;45453.88
SVN;MLN_USD;2005;47716.594
SVN;MLN_USD;2006;51617.51
SVN;MLN_USD;2007;55639.892
SVN;MLN_USD;2008;59839.586
SVN;MLN_USD;2009;56167.869
SVN;MLN_USD;2010;57005.689
SVN;MLN_USD;2011;59391.555
SVN;MLN_USD;2012;59745.667
SVN;MLN_USD;2013;61744.434
SVN;MLN_USD;2014;63653.392
SVN;MLN_USD;2015;65265.909
SVN;MLN_USD;2016;70079.359
SVN;MLN_USD;2017;75438.709
SVN;MLN_USD;2018;80802.156
SVN;MLN_USD;2019;84936.451
SVN;MLN_USD;2020;83519.119
ZAF;MLN_USD;2000;346921.747
ZAF;MLN_USD;2001;364103.541
ZAF;MLN_USD;2002;383549.133
ZAF;MLN_USD;2003;402193.233
ZAF;MLN_USD;2004;431832.392
ZAF;MLN_USD;2005;468781.595
ZAF;MLN_USD;2006;510032.429
ZAF;MLN_USD;2007;551807.921
ZAF;MLN_USD;2008;580492.268
ZAF;MLN_USD;2009;575921.095
ZAF;MLN_USD;2010;600342.463
ZAF;MLN_USD;2011;633011.149
ZAF;MLN_USD;2012;637033.795
ZAF;MLN_USD;2013;668457.699
ZAF;MLN_USD;2014;682954.739
ZAF;MLN_USD;2015;695228.551
ZAF;MLN_USD;2016;707743.902
ZAF;MLN_USD;2017;724100.729
ZAF;MLN_USD;2018;747322.178
ZAF;MLN_USD;2019;761823.649
ZAF;MLN_USD;2020;717389.397
OECD;MLN_USD;2000;29630992.489
OECD;MLN_USD;2001;30782618.653
OECD;MLN_USD;2002;31973132.619
OECD;MLN_USD;2003;33174050.067
OECD;MLN_USD;2004;35187524.125
OECD;MLN_USD;2005;37111322.681
OECD;MLN_USD;2006;39876493.458
OECD;MLN_USD;2007;42137705.562
OECD;MLN_USD;2008;43563471.965
OECD;MLN_USD;2009;42654877.308
OECD;MLN_USD;2010;44622110.927
OECD;MLN_USD;2011;46692839.815
OECD;MLN_USD;2012;48221844.975
OECD;MLN_USD;2013;50265325.236
OECD;MLN_USD;2014;52041340.596
OECD;MLN_USD;2015;53859702.552
OECD;MLN_USD;2016;56097552.726
OECD;MLN_USD;2017;58571593.876
OECD;MLN_USD;2018;61204129.809
OECD;MLN_USD;2019;62791691.436
OECD;MLN_USD;2020;61585276.225
OECDE;MLN_USD;2000;11829873.095
OECDE;MLN_USD;2001;12379460.211
OECDE;MLN_USD;2002;12927979.56
OECDE;MLN_USD;2003;13292867.331
OECDE;MLN_USD;2004;14034386.112
OECDE;MLN_USD;2005;14636241.479
OECDE;MLN_USD;2006;15966548.916
OECDE;MLN_USD;2007;16999467.199
OECDE;MLN_USD;2008;17852104.342
OECDE;MLN_USD;2009;17458188.77
OECDE;MLN_USD;2010;18221186.659
OECDE;MLN_USD;2011;19182732.207
OECDE;MLN_USD;2012;19616309.185
OECDE;MLN_USD;2013;20459359.432
OECDE;MLN_USD;2014;21197933.285
OECDE;MLN_USD;2015;21983004.985
OECDE;MLN_USD;2016;23244648.759
OECDE;MLN_USD;2017;24462000.474
OECDE;MLN_USD;2018;25508621.599
OECDE;MLN_USD;2019;26143598.445
OECDE;MLN_USD;2020;25480978.189
LVA;MLN_USD;2000;19033.951
LVA;MLN_USD;2001;21138.659
LVA;MLN_USD;2002;23289.296
LVA;MLN_USD;2003;25306.967
LVA;MLN_USD;2004;27787.951
LVA;MLN_USD;2005;31150.197
LVA;MLN_USD;2006;35181.638
LVA;MLN_USD;2007;40126.442
LVA;MLN_USD;2008;42617.067
LVA;MLN_USD;2009;36459.253
LVA;MLN_USD;2010;37141.199
LVA;MLN_USD;2011;39646.155
LVA;MLN_USD;2012;43311.605
LVA;MLN_USD;2013;45564.445
LVA;MLN_USD;2014;47483.528
LVA;MLN_USD;2015;49384.341
LVA;MLN_USD;2016;52362.25
LVA;MLN_USD;2017;55691.141
LVA;MLN_USD;2018;59505.492
LVA;MLN_USD;2019;61018.925
LVA;MLN_USD;2020;59831.175
BRA;MLN_USD;2000;1583738.375
BRA;MLN_USD;2001;1640971.6
BRA;MLN_USD;2002;1717826.876
BRA;MLN_USD;2003;1769689.978
BRA;MLN_USD;2004;1922011.56
BRA;MLN_USD;2005;2045343.569
BRA;MLN_USD;2006;2190728.409
BRA;MLN_USD;2007;2386123.99
BRA;MLN_USD;2008;2556455.423
BRA;MLN_USD;2009;2572703.676
BRA;MLN_USD;2010;2798617.943
BRA;MLN_USD;2011;2970630.763
BRA;MLN_USD;2012;2998534.425
BRA;MLN_USD;2013;3133893.65
BRA;MLN_USD;2014;3187155.079
BRA;MLN_USD;2015;3014754.849
BRA;MLN_USD;2016;2939094.21
BRA;MLN_USD;2017;3018705.989
BRA;MLN_USD;2018;3146320.981
BRA;MLN_USD;2019;3239834.409
LTU;MLN_USD;2000;29556.723
LTU;MLN_USD;2001;32750.855
LTU;MLN_USD;2002;36085.819
LTU;MLN_USD;2003;41213.675
LTU;MLN_USD;2004;44004.554
LTU;MLN_USD;2005;48211.647
LTU;MLN_USD;2006;53900.646
LTU;MLN_USD;2007;61700.337
LTU;MLN_USD;2008;66270.653
LTU;MLN_USD;2009;57301.637
LTU;MLN_USD;2010;62245.322
LTU;MLN_USD;2011;69297.819
LTU;MLN_USD;2012;73809.042
LTU;MLN_USD;2013;79034.188
LTU;MLN_USD;2014;82647.295
LTU;MLN_USD;2015;83761.504
LTU;MLN_USD;2016;88700.479
LTU;MLN_USD;2017;95492.278
LTU;MLN_USD;2018;101909.482
LTU;MLN_USD;2019;107688.123
LTU;MLN_USD;2020;108666.647
SAU;MLN_USD;2000;824128.264
SAU;MLN_USD;2001;832007.958
SAU;MLN_USD;2002;821341.582
SAU;MLN_USD;2003;930645.164
SAU;MLN_USD;2004;1031758.941
SAU;MLN_USD;2005;1123197.697
SAU;MLN_USD;2006;1189455.013
SAU;MLN_USD;2007;1243968.072
SAU;MLN_USD;2008;1347422.314
SAU;MLN_USD;2009;1329736.077
SAU;MLN_USD;2010;1413023.527
SAU;MLN_USD;2011;1586748.761
SAU;MLN_USD;2012;1672470.749
SAU;MLN_USD;2013;1680157.97
SAU;MLN_USD;2014;1722861.782
SAU;MLN_USD;2015;1541832.118
SAU;MLN_USD;2016;1475671.786
SAU;MLN_USD;2017;1565891.922
SAU;MLN_USD;2018;1642519.382
SAU;MLN_USD;2019;1677381.92
SAU;MLN_USD;2020;1627278.286
EA19;MLN_USD;2000;8130881.357
EA19;MLN_USD;2001;8542496.509
EA19;MLN_USD;2002;8920888.503
EA19;MLN_USD;2003;9115910.918
EA19;MLN_USD;2004;9524851.595
EA19;MLN_USD;2005;9903083.567
EA19;MLN_USD;2006;10761974.571
EA19;MLN_USD;2007;11444538.238
EA19;MLN_USD;2008;11933269.728
EA19;MLN_USD;2009;11662945.06
EA19;MLN_USD;2010;12022714.631
EA19;MLN_USD;2011;12553314.633
EA19;MLN_USD;2012;12706461.032
EA19;MLN_USD;2013;13150058.505
EA19;MLN_USD;2014;13521506.969
EA19;MLN_USD;2015;13931870.77
EA19;MLN_USD;2016;14822201.868
EA19;MLN_USD;2017;15563226.073
EA19;MLN_USD;2018;16260657.559
EA19;MLN_USD;2019;16719086.877
EA19;MLN_USD;2020;16150384.967
ARG;MLN_USD;2004;470169.433
ARG;MLN_USD;2005;527729.109
ARG;MLN_USD;2006;587451.577
ARG;MLN_USD;2007;657569.211
ARG;MLN_USD;2008;697557.859
ARG;MLN_USD;2009;661275.817
ARG;MLN_USD;2010;736718.361
ARG;MLN_USD;2011;797263.882
ARG;MLN_USD;2012;819697.902
ARG;MLN_USD;2013;849616
ARG;MLN_USD;2014;839896.688
ARG;MLN_USD;2015;867176.759
ARG;MLN_USD;2016;885227.529
ARG;MLN_USD;2017;1039330.592
ARG;MLN_USD;2018;1022223.158
ARG;MLN_USD;2019;1016728.362
ARG;MLN_USD;2020;926380.067
CRI;MLN_USD;2000;32084.564
CRI;MLN_USD;2001;33921.231
CRI;MLN_USD;2002;35611.118
CRI;MLN_USD;2003;37813.018
CRI;MLN_USD;2004;40514.992
CRI;MLN_USD;2005;43403.854
CRI;MLN_USD;2006;47971.068
CRI;MLN_USD;2007;53297.55
CRI;MLN_USD;2008;56911.82
CRI;MLN_USD;2009;56779.592
CRI;MLN_USD;2010;60553.221
CRI;MLN_USD;2011;64567.752
CRI;MLN_USD;2012;69073.803
CRI;MLN_USD;2013;73210.057
CRI;MLN_USD;2014;79269.13
CRI;MLN_USD;2015;85240.084
CRI;MLN_USD;2016;93454.856
CRI;MLN_USD;2017;100716.907
CRI;MLN_USD;2018;106439.515
CRI;MLN_USD;2019;113411.24
CRI;MLN_USD;2020;112531.074
BGR;MLN_USD;2000;52468.821
BGR;MLN_USD;2001;55735.482
BGR;MLN_USD;2002;61023.358
BGR;MLN_USD;2003;65444.769
BGR;MLN_USD;2004;71006.671
BGR;MLN_USD;2005;78822.132
BGR;MLN_USD;2006;86713.017
BGR;MLN_USD;2007;96666.061
BGR;MLN_USD;2008;107411.69
BGR;MLN_USD;2009;105571.004
BGR;MLN_USD;2010;110612.416
BGR;MLN_USD;2011;115715.049
BGR;MLN_USD;2012;119289.523
BGR;MLN_USD;2013;120943.013
BGR;MLN_USD;2014;127263.542
BGR;MLN_USD;2015;132016.425
BGR;MLN_USD;2016;143086.786
BGR;MLN_USD;2017;151920.581
BGR;MLN_USD;2018;161688.343
BGR;MLN_USD;2019;170888.635
BGR;MLN_USD;2020;170328.984
HRV;MLN_USD;2000;47737.848
HRV;MLN_USD;2001;50115.129
HRV;MLN_USD;2002;54937.533
HRV;MLN_USD;2003;58879.606
HRV;MLN_USD;2004;63171.092
HRV;MLN_USD;2005;66534.426
HRV;MLN_USD;2006;75857.811
HRV;MLN_USD;2007;84020.101
HRV;MLN_USD;2008;90166.057
HRV;MLN_USD;2009;86747.454
HRV;MLN_USD;2010;85767.891
HRV;MLN_USD;2011;89956.387
HRV;MLN_USD;2012;91314.951
HRV;MLN_USD;2013;93970.749
HRV;MLN_USD;2014;94622.399
HRV;MLN_USD;2015;97948.831
HRV;MLN_USD;2016;105239.592
HRV;MLN_USD;2017;111998.148
HRV;MLN_USD;2018;118046.395
HRV;MLN_USD;2019;124168.376
HRV;MLN_USD;2020;116493.106
CYP;MLN_USD;2000;14774.829
CYP;MLN_USD;2001;16038.642
CYP;MLN_USD;2002;16716.202
CYP;MLN_USD;2003;17440.271
CYP;MLN_USD;2004;18887.266
CYP;MLN_USD;2005;20504.268
CYP;MLN_USD;2006;22540.412
CYP;MLN_USD;2007;25224.294
CYP;MLN_USD;2008;27398.731
CYP;MLN_USD;2009;27380.232
CYP;MLN_USD;2010;27723.085
CYP;MLN_USD;2011;28345.916
CYP;MLN_USD;2012;27503.286
CYP;MLN_USD;2013;26181.653
CYP;MLN_USD;2014;25643.585
CYP;MLN_USD;2015;26968.589
CYP;MLN_USD;2016;30417.049
CYP;MLN_USD;2017;32909.382
CYP;MLN_USD;2018;35289.393
CYP;MLN_USD;2019;37340.707
CYP;MLN_USD;2020;35203.814
MLT;MLN_USD;2000;7160.283
MLT;MLN_USD;2001;7275.188
MLT;MLN_USD;2002;7760.932
MLT;MLN_USD;2003;8342.077
MLT;MLN_USD;2004;8645.484
MLT;MLN_USD;2005;9008.207
MLT;MLN_USD;2006;9452.135
MLT;MLN_USD;2007;10192.156
MLT;MLN_USD;2008;10858.224
MLT;MLN_USD;2009;10992.37
MLT;MLN_USD;2010;11905.815
MLT;MLN_USD;2011;12060.677
MLT;MLN_USD;2012;12703.251
MLT;MLN_USD;2013;13757.033
MLT;MLN_USD;2014;14924.476
MLT;MLN_USD;2015;16669.467
MLT;MLN_USD;2016;18123.958
MLT;MLN_USD;2017;20393.827
MLT;MLN_USD;2018;22122.443
MLT;MLN_USD;2019;23905.61
MLT;MLN_USD;2020;22276.05
ROU;MLN_USD;2000;131249.174
ROU;MLN_USD;2001;144271.218
ROU;MLN_USD;2002;155641.018
ROU;MLN_USD;2003;163101.304
ROU;MLN_USD;2004;192858.082
ROU;MLN_USD;2005;204714.62
ROU;MLN_USD;2006;244927.364
ROU;MLN_USD;2007;286098.902
ROU;MLN_USD;2008;344672.81
ROU;MLN_USD;2009;338749.812
ROU;MLN_USD;2010;343716.855
ROU;MLN_USD;2011;360566.655
ROU;MLN_USD;2012;378486.205
ROU;MLN_USD;2013;395317.882
ROU;MLN_USD;2014;411273.358
ROU;MLN_USD;2015;428130.787
ROU;MLN_USD;2016;478203.667
ROU;MLN_USD;2017;531676.309
ROU;MLN_USD;2018;571409.8
ROU;MLN_USD;2019;617320.391
ROU;MLN_USD;2020;620132.815
MKD;MLN_USD;2000;12465.784
MKD;MLN_USD;2001;12310.895
MKD;MLN_USD;2002;12919.276
MKD;MLN_USD;2003;13367.456
MKD;MLN_USD;2004;14577.409
MKD;MLN_USD;2005;15987.118
MKD;MLN_USD;2006;17729.987
MKD;MLN_USD;2007;19109.15
MKD;MLN_USD;2008;21537.348
MKD;MLN_USD;2009;22577.909
MKD;MLN_USD;2010;23346.943
MKD;MLN_USD;2011;24064.207
MKD;MLN_USD;2012;24558.762
MKD;MLN_USD;2013;26269.759
MKD;MLN_USD;2014;27776.139
MKD;MLN_USD;2015;28751.746
MKD;MLN_USD;2016;31373.383
MKD;MLN_USD;2017;32583.116
MKD;MLN_USD;2018;34872.942
MKD;MLN_USD;2019;36267.065
ZMB;MLN_USD;2006;28811.764
ZMB;MLN_USD;2007;32056.899
ZMB;MLN_USD;2008;35220.974
ZMB;MLN_USD;2009;38761.713
ZMB;MLN_USD;2010;43251.686
ZMB;MLN_USD;2011;46613.602
ZMB;MLN_USD;2012;49509.495
ZMB;MLN_USD;2013;53419.843
ZMB;MLN_USD;2014;54506.588
ZMB;MLN_USD;2015;54472.595
ZMB;MLN_USD;2016;55712.209
ZMB;MLN_USD;2017;58735.191
ZMB;MLN_USD;2018;62571.975
ZMB;MLN_USD;2019;64606.932
HKG;MLN_USD;2000;188307.536
HKG;MLN_USD;2001;193517.268
HKG;MLN_USD;2002;199834.871
HKG;MLN_USD;2003;209766.878
HKG;MLN_USD;2004;234155.428
HKG;MLN_USD;2005;259287.931
HKG;MLN_USD;2006;285921.047
HKG;MLN_USD;2007;312582.459
HKG;MLN_USD;2008;325443.475
HKG;MLN_USD;2009;319860.37
HKG;MLN_USD;2010;345486.878
HKG;MLN_USD;2011;369685.332
HKG;MLN_USD;2012;373482.559
HKG;MLN_USD;2013;385448.332
HKG;MLN_USD;2014;396043.918
HKG;MLN_USD;2015;411294.477
HKG;MLN_USD;2016;419810.624
HKG;MLN_USD;2017;442387.688
HKG;MLN_USD;2018;465904.007
HKG;MLN_USD;2019;466255.342
HKG;MLN_USD;2020;443012.72
MDG;MLN_USD;2007;30541.742
MDG;MLN_USD;2008;33333.025
MDG;MLN_USD;2009;32227.722
MDG;MLN_USD;2010;32809.07
MDG;MLN_USD;2011;34048.44
MDG;MLN_USD;2012;34613.437
MDG;MLN_USD;2013;35664.458
MDG;MLN_USD;2014;37112.146
MDG;MLN_USD;2015;37860.94
MDG;MLN_USD;2016;40431.499
MDG;MLN_USD;2017;40952.508
MDG;MLN_USD;2018;43174.289
MDG;MLN_USD;2019;45922.492
MDG;MLN_USD;2020;43198.592
MAR;MLN_USD;2007;174476.004
MAR;MLN_USD;2008;188405.513
MAR;MLN_USD;2009;197898.249
MAR;MLN_USD;2010;207843.489
MAR;MLN_USD;2011;223315.73
MAR;MLN_USD;2012;226123.984
MAR;MLN_USD;2013;236669.86
MAR;MLN_USD;2014;229401.964
MAR;MLN_USD;2015;247207.18
MAR;MLN_USD;2016;253685.437
MAR;MLN_USD;2017;264212.938
MAR;MLN_USD;2018;279075.124
MAR;MLN_USD;2019;291465.062
MAR;MLN_USD;2020;276311.171
SGP;MLN_USD;2000;176555.261
SGP;MLN_USD;2001;178499.066
SGP;MLN_USD;2002;188420.566
SGP;MLN_USD;2003;200624.771
SGP;MLN_USD;2004;226256.929
SGP;MLN_USD;2005;250473.674
SGP;MLN_USD;2006;281291.61
SGP;MLN_USD;2007;314908.128
SGP;MLN_USD;2008;327031.2
SGP;MLN_USD;2009;329922.989
SGP;MLN_USD;2010;382249.269
SGP;MLN_USD;2011;414966.621
SGP;MLN_USD;2012;435964.936
SGP;MLN_USD;2013;448140.098
SGP;MLN_USD;2014;461771.556
SGP;MLN_USD;2015;481405.402
SGP;MLN_USD;2016;501388.381
SGP;MLN_USD;2017;535130.769
SGP;MLN_USD;2018;567144.562
SGP;MLN_USD;2019;585034.475
SGP;MLN_USD;2020;559957.275
EU27_2020;MLN_USD;2000;9473817.61
EU27_2020;MLN_USD;2001;9956402.666
EU27_2020;MLN_USD;2002;10418093.235
EU27_2020;MLN_USD;2003;10679744.286
EU27_2020;MLN_USD;2004;11221975.182
EU27_2020;MLN_USD;2005;11675844.155
EU27_2020;MLN_USD;2006;12723012.856
EU27_2020;MLN_USD;2007;13601655.861
EU27_2020;MLN_USD;2008;14287219.679
EU27_2020;MLN_USD;2009;14022814.72
EU27_2020;MLN_USD;2010;14508418.393
EU27_2020;MLN_USD;2011;15191412.044
EU27_2020;MLN_USD;2012;15420786.106
EU27_2020;MLN_USD;2013;15968862.562
EU27_2020;MLN_USD;2014;16446524.596
EU27_2020;MLN_USD;2015;16991677.802
EU27_2020;MLN_USD;2016;18077953.485
EU27_2020;MLN_USD;2017;19042164.895
EU27_2020;MLN_USD;2018;19952039.658
EU27_2020;MLN_USD;2019;20601830.248
EU27_2020;MLN_USD;2020;20044466.841
ALB;MLN_USD;2000;11926.2
ALB;MLN_USD;2001;13157.36
ALB;MLN_USD;2002;14221.925
ALB;MLN_USD;2003;15198.213
ALB;MLN_USD;2004;16429.396
ALB;MLN_USD;2005;17663.352
ALB;MLN_USD;2006;19650.703
ALB;MLN_USD;2007;21631.653
ALB;MLN_USD;2008;24251.628
ALB;MLN_USD;2009;25800.372
ALB;MLN_USD;2010;28048.719
ALB;MLN_USD;2011;29655.634
ALB;MLN_USD;2012;30530.351
ALB;MLN_USD;2013;30604.055
ALB;MLN_USD;2014;32529.2
ALB;MLN_USD;2015;33585.664
ALB;MLN_USD;2016;34740.026
ALB;MLN_USD;2017;36696.921
ALB;MLN_USD;2018;38690.94
ALB;MLN_USD;2019;39952.812
ALB;MLN_USD;2020;37836.489
SRB;MLN_USD;2000;45242.013
SRB;MLN_USD;2001;48637.229
SRB;MLN_USD;2002;54159.251
SRB;MLN_USD;2003;57194.971
SRB;MLN_USD;2004;63344.288
SRB;MLN_USD;2005;68319.08
SRB;MLN_USD;2006;75665.773
SRB;MLN_USD;2007;82941.111
SRB;MLN_USD;2008;92848.977
SRB;MLN_USD;2009;91758.919
SRB;MLN_USD;2010;93317.981
SRB;MLN_USD;2011;99446.875
SRB;MLN_USD;2012;100310.749
SRB;MLN_USD;2013;104804.652
SRB;MLN_USD;2014;104531.289
SRB;MLN_USD;2015;105922.658
SRB;MLN_USD;2016;111931.71
SRB;MLN_USD;2017;116623.933
SRB;MLN_USD;2018;123717.733
SRB;MLN_USD;2019;130725.415
SRB;MLN_USD;2020;131730.99