,LOCATION,Measure,Year,Value
0,AUS,Purchasing Power Parities for private consumption,2012,1.546202
1,AUS,Purchasing Power Parities for private consumption,2014,1.530216
2,AUS,Purchasing Power Parities for private consumption,2016,1.533296
3,AUS,Purchasing Power Parities for private consumption,2018,1.555354
4,AUT,Purchasing Power Parities for private consumption,2007,0.878996
5,AUT,Purchasing Power Parities for private consumption,2008,0.872035
6,AUT,Purchasing Power Parities for private consumption,2009,0.862725
7,AUT,Purchasing Power Parities for private consumption,2010,0.856177
8,AUT,Purchasing Power Parities for private consumption,2011,0.850842
9,AUT,Purchasing Power Parities for private consumption,2012,0.855789
10,AUT,Purchasing Power Parities for private consumption,2013,0.845407
11,AUT,Purchasing Power Parities for private consumption,2014,0.845595
12,AUT,Purchasing Power Parities for private consumption,2015,0.850461
13,AUT,Purchasing Power Parities for private consumption,2016,0.832053
14,AUT,Purchasing Power Parities for private consumption,2017,0.837481
15,AUT,Purchasing Power Parities for private consumption,2018,0.829647
16,AUT,Purchasing Power Parities for private consumption,2019,0.83705
17,BEL,Purchasing Power Parities for private consumption,2018,0.843869
18,BEL,Purchasing Power Parities for private consumption,2019,0.84695
19,CAN,Purchasing Power Parities for private consumption,2000,1.269852
20,CAN,Purchasing Power Parities for private consumption,2001,1.271899
21,CAN,Purchasing Power Parities for private consumption,2002,1.287024
22,CAN,Purchasing Power Parities for private consumption,2003,1.285584
23,CAN,Purchasing Power Parities for private consumption,2004,1.273329
24,CAN,Purchasing Power Parities for private consumption,2005,1.259993
25,CAN,Purchasing Power Parities for private consumption,2006,1.287293
26,CAN,Purchasing Power Parities for private consumption,2007,1.274714
27,CAN,Purchasing Power Parities for private consumption,2008,1.301879
28,CAN,Purchasing Power Parities for private consumption,2009,1.299922
29,CAN,Purchasing Power Parities for private consumption,2010,1.295116
30,CAN,Purchasing Power Parities for private consumption,2011,1.284584
31,CAN,Purchasing Power Parities for private consumption,2012,1.284164
32,CAN,Purchasing Power Parities for private consumption,2013,1.303071
33,CAN,Purchasing Power Parities for private consumption,2014,1.311276
34,CAN,Purchasing Power Parities for private consumption,2015,1.340276
35,CAN,Purchasing Power Parities for private consumption,2016,1.300739
36,CAN,Purchasing Power Parities for private consumption,2017,1.298456
37,CAN,Purchasing Power Parities for private consumption,2018,1.280703
38,CAN,Purchasing Power Parities for private consumption,2019,1.306667
39,CZE,Purchasing Power Parities for private consumption,2004,15.469208
40,CZE,Purchasing Power Parities for private consumption,2005,15.429167
41,CZE,Purchasing Power Parities for private consumption,2006,15.583178
42,CZE,Purchasing Power Parities for private consumption,2007,15.418932
43,CZE,Purchasing Power Parities for private consumption,2008,15.286191
44,CZE,Purchasing Power Parities for private consumption,2009,14.893877
45,CZE,Purchasing Power Parities for private consumption,2010,14.81484
46,CZE,Purchasing Power Parities for private consumption,2011,14.594311
47,CZE,Purchasing Power Parities for private consumption,2012,14.651922
48,CZE,Purchasing Power Parities for private consumption,2013,14.199973
49,CZE,Purchasing Power Parities for private consumption,2014,13.928455
50,CZE,Purchasing Power Parities for private consumption,2015,14.18868
51,CZE,Purchasing Power Parities for private consumption,2016,13.909124
52,CZE,Purchasing Power Parities for private consumption,2017,13.925405
53,CZE,Purchasing Power Parities for private consumption,2018,13.967082
54,CZE,Purchasing Power Parities for private consumption,2019,14.179442
55,DNK,Purchasing Power Parities for private consumption,2011,8.360319
56,DNK,Purchasing Power Parities for private consumption,2012,8.408242
57,DNK,Purchasing Power Parities for private consumption,2013,8.261584
58,DNK,Purchasing Power Parities for private consumption,2014,8.282344
59,DNK,Purchasing Power Parities for private consumption,2015,8.290604
60,DNK,Purchasing Power Parities for private consumption,2016,8.198279
61,DNK,Purchasing Power Parities for private consumption,2017,7.985071
62,DNK,Purchasing Power Parities for private consumption,2018,7.79349
63,FIN,Purchasing Power Parities for private consumption,2000,1.071966
64,FIN,Purchasing Power Parities for private consumption,2001,1.095393
65,FIN,Purchasing Power Parities for private consumption,2002,1.090637
66,FIN,Purchasing Power Parities for private consumption,2003,1.096135
67,FIN,Purchasing Power Parities for private consumption,2004,1.063822
68,FIN,Purchasing Power Parities for private consumption,2005,1.06801
69,FIN,Purchasing Power Parities for private consumption,2006,1.044647
70,FIN,Purchasing Power Parities for private consumption,2007,1.011992
71,FIN,Purchasing Power Parities for private consumption,2008,0.992253
72,FIN,Purchasing Power Parities for private consumption,2009,0.983987
73,FIN,Purchasing Power Parities for private consumption,2010,0.97823
74,FIN,Purchasing Power Parities for private consumption,2011,0.9739
75,FIN,Purchasing Power Parities for private consumption,2012,0.99038
76,FIN,Purchasing Power Parities for private consumption,2013,0.982728
77,FIN,Purchasing Power Parities for private consumption,2014,0.978455
78,FIN,Purchasing Power Parities for private consumption,2015,0.97934
79,FIN,Purchasing Power Parities for private consumption,2016,0.950046
80,FIN,Purchasing Power Parities for private consumption,2017,0.938435
81,FIN,Purchasing Power Parities for private consumption,2018,0.924772
82,FRA,Purchasing Power Parities for private consumption,2012,0.886484
83,FRA,Purchasing Power Parities for private consumption,2013,0.861092
84,FRA,Purchasing Power Parities for private consumption,2014,0.859472
85,FRA,Purchasing Power Parities for private consumption,2015,0.871939
86,FRA,Purchasing Power Parities for private consumption,2016,0.847147
87,FRA,Purchasing Power Parities for private consumption,2017,0.847836
88,FRA,Purchasing Power Parities for private consumption,2018,0.838584
89,FRA,Purchasing Power Parities for private consumption,2019,0.834415
90,DEU,Purchasing Power Parities for private consumption,2008,0.876432
91,DEU,Purchasing Power Parities for private consumption,2011,0.830596
92,DEU,Purchasing Power Parities for private consumption,2012,0.830935
93,DEU,Purchasing Power Parities for private consumption,2013,0.826881
94,DEU,Purchasing Power Parities for private consumption,2014,0.819598
95,DEU,Purchasing Power Parities for private consumption,2015,0.832913
96,DEU,Purchasing Power Parities for private consumption,2016,0.806987
97,DEU,Purchasing Power Parities for private consumption,2017,0.799178
98,DEU,Purchasing Power Parities for private consumption,2018,0.781566
99,GRC,Purchasing Power Parities for private consumption,2004,0.744369
100,GRC,Purchasing Power Parities for private consumption,2005,0.758156
101,GRC,Purchasing Power Parities for private consumption,2006,0.756864
102,GRC,Purchasing Power Parities for private consumption,2007,0.780389
103,GRC,Purchasing Power Parities for private consumption,2008,0.767948
104,GRC,Purchasing Power Parities for private consumption,2009,0.769997
105,GRC,Purchasing Power Parities for private consumption,2010,0.783367
106,GRC,Purchasing Power Parities for private consumption,2011,0.772831
107,GRC,Purchasing Power Parities for private consumption,2012,0.762095
108,GRC,Purchasing Power Parities for private consumption,2013,0.719861
109,GRC,Purchasing Power Parities for private consumption,2014,0.685952
110,GRC,Purchasing Power Parities for private consumption,2015,0.686414
111,GRC,Purchasing Power Parities for private consumption,2016,0.660583
112,GRC,Purchasing Power Parities for private consumption,2017,0.651913
113,GRC,Purchasing Power Parities for private consumption,2018,0.638348
114,GRC,Purchasing Power Parities for private consumption,2019,0.634779
115,HUN,Purchasing Power Parities for private consumption,2006,139.79013
116,HUN,Purchasing Power Parities for private consumption,2007,147.1731
117,HUN,Purchasing Power Parities for private consumption,2008,146.11276
118,HUN,Purchasing Power Parities for private consumption,2009,144.09231
119,HUN,Purchasing Power Parities for private consumption,2010,142.92999
120,HUN,Purchasing Power Parities for private consumption,2011,139.5699
121,HUN,Purchasing Power Parities for private consumption,2012,143.44541
122,HUN,Purchasing Power Parities for private consumption,2013,141.23018
123,HUN,Purchasing Power Parities for private consumption,2014,143.84651
124,HUN,Purchasing Power Parities for private consumption,2015,148.04382
125,HUN,Purchasing Power Parities for private consumption,2016,146.43539
126,HUN,Purchasing Power Parities for private consumption,2017,152.87679
127,HUN,Purchasing Power Parities for private consumption,2018,154.95983
128,HUN,Purchasing Power Parities for private consumption,2019,159.81919
129,ISL,Purchasing Power Parities for private consumption,2004,101.3351
130,ISL,Purchasing Power Parities for private consumption,2005,101.34303
131,ISL,Purchasing Power Parities for private consumption,2006,104.50602
132,ISL,Purchasing Power Parities for private consumption,2007,107.58265
133,ISL,Purchasing Power Parities for private consumption,2008,119.16625
134,ISL,Purchasing Power Parities for private consumption,2009,135.46527
135,ISL,Purchasing Power Parities for private consumption,2010,141.24718
136,ISL,Purchasing Power Parities for private consumption,2011,141.37089
137,ISL,Purchasing Power Parities for private consumption,2012,145.15355
138,ISL,Purchasing Power Parities for private consumption,2013,148.16757
139,ISL,Purchasing Power Parities for private consumption,2014,150.09869
140,ISL,Purchasing Power Parities for private consumption,2015,154.99643
141,ISL,Purchasing Power Parities for private consumption,2016,159.85812
142,ISL,Purchasing Power Parities for private consumption,2017,157.5059
143,IRL,Purchasing Power Parities for private consumption,2004,1.067254
144,IRL,Purchasing Power Parities for private consumption,2005,1.067913
145,IRL,Purchasing Power Parities for private consumption,2006,1.063412
146,IRL,Purchasing Power Parities for private consumption,2007,1.066976
147,IRL,Purchasing Power Parities for private consumption,2008,1.072354
148,IRL,Purchasing Power Parities for private consumption,2009,1.016603
149,IRL,Purchasing Power Parities for private consumption,2010,0.965206
150,IRL,Purchasing Power Parities for private consumption,2011,0.959425
151,IRL,Purchasing Power Parities for private consumption,2012,0.96529
152,IRL,Purchasing Power Parities for private consumption,2013,0.966301
153,IRL,Purchasing Power Parities for private consumption,2014,0.989511
154,IRL,Purchasing Power Parities for private consumption,2015,0.999033
155,IRL,Purchasing Power Parities for private consumption,2016,0.974604
156,IRL,Purchasing Power Parities for private consumption,2017,0.986703
157,IRL,Purchasing Power Parities for private consumption,2018,0.988587
158,ITA,Purchasing Power Parities for private consumption,2004,0.89054
159,ITA,Purchasing Power Parities for private consumption,2005,0.891314
160,ITA,Purchasing Power Parities for private consumption,2006,0.880697
161,ITA,Purchasing Power Parities for private consumption,2007,0.876895
162,ITA,Purchasing Power Parities for private consumption,2008,0.847036
163,ITA,Purchasing Power Parities for private consumption,2009,0.834782
164,ITA,Purchasing Power Parities for private consumption,2010,0.81816
165,ITA,Purchasing Power Parities for private consumption,2011,0.819504
166,ITA,Purchasing Power Parities for private consumption,2012,0.829154
167,ITA,Purchasing Power Parities for private consumption,2013,0.819559
168,ITA,Purchasing Power Parities for private consumption,2014,0.82535
169,ITA,Purchasing Power Parities for private consumption,2015,0.828574
170,ITA,Purchasing Power Parities for private consumption,2016,0.786256
171,ITA,Purchasing Power Parities for private consumption,2017,0.777649
172,ITA,Purchasing Power Parities for private consumption,2018,0.760367
173,LUX,Purchasing Power Parities for private consumption,2015,0.977016
174,LUX,Purchasing Power Parities for private consumption,2016,0.963597
175,LUX,Purchasing Power Parities for private consumption,2017,0.965991
176,LUX,Purchasing Power Parities for private consumption,2018,0.958292
177,LUX,Purchasing Power Parities for private consumption,2019,0.970707
178,MEX,Purchasing Power Parities for private consumption,2012,9.223471
179,MEX,Purchasing Power Parities for private consumption,2014,9.353626
180,MEX,Purchasing Power Parities for private consumption,2016,9.459933
181,MEX,Purchasing Power Parities for private consumption,2018,10.484254
182,NLD,Purchasing Power Parities for private consumption,2011,0.878735
183,NLD,Purchasing Power Parities for private consumption,2012,0.882709
184,NLD,Purchasing Power Parities for private consumption,2013,0.872773
185,NLD,Purchasing Power Parities for private consumption,2014,0.881682
186,NLD,Purchasing Power Parities for private consumption,2015,0.888425
187,NLD,Purchasing Power Parities for private consumption,2016,0.872971
188,NLD,Purchasing Power Parities for private consumption,2017,0.860976
189,NLD,Purchasing Power Parities for private consumption,2018,0.841667
190,NLD,Purchasing Power Parities for private consumption,2019,0.858008
191,NZL,Purchasing Power Parities for private consumption,2011,1.589175
192,NZL,Purchasing Power Parities for private consumption,2012,1.586142
193,NZL,Purchasing Power Parities for private consumption,2014,1.600829
194,NOR,Purchasing Power Parities for private consumption,2004,9.959711
195,NOR,Purchasing Power Parities for private consumption,2008,9.623308
196,NOR,Purchasing Power Parities for private consumption,2009,9.662723
197,NOR,Purchasing Power Parities for private consumption,2010,9.757106
198,NOR,Purchasing Power Parities for private consumption,2011,9.780379
199,NOR,Purchasing Power Parities for private consumption,2012,9.799887
200,NOR,Purchasing Power Parities for private consumption,2013,9.765779
201,NOR,Purchasing Power Parities for private consumption,2014,9.850837
202,NOR,Purchasing Power Parities for private consumption,2015,10.598999
203,NOR,Purchasing Power Parities for private consumption,2016,10.686444
204,NOR,Purchasing Power Parities for private consumption,2017,10.383694
205,NOR,Purchasing Power Parities for private consumption,2018,10.307205
206,NOR,Purchasing Power Parities for private consumption,2019,10.453381
207,POL,Purchasing Power Parities for private consumption,2005,2.117511
208,POL,Purchasing Power Parities for private consumption,2006,2.089768
209,POL,Purchasing Power Parities for private consumption,2007,2.025349
210,POL,Purchasing Power Parities for private consumption,2008,2.005873
211,POL,Purchasing Power Parities for private consumption,2009,2.024779
212,POL,Purchasing Power Parities for private consumption,2010,1.948409
213,POL,Purchasing Power Parities for private consumption,2011,1.920205
214,POL,Purchasing Power Parities for private consumption,2012,1.907951
215,POL,Purchasing Power Parities for private consumption,2013,1.872634
216,POL,Purchasing Power Parities for private consumption,2014,1.879319
217,POL,Purchasing Power Parities for private consumption,2015,1.876256
218,POL,Purchasing Power Parities for private consumption,2016,1.838644
219,POL,Purchasing Power Parities for private consumption,2017,1.876544
220,POL,Purchasing Power Parities for private consumption,2018,1.869829
221,PRT,Purchasing Power Parities for private consumption,2004,0.715364
222,PRT,Purchasing Power Parities for private consumption,2005,0.704233
223,PRT,Purchasing Power Parities for private consumption,2006,0.697818
224,PRT,Purchasing Power Parities for private consumption,2007,0.718358
225,PRT,Purchasing Power Parities for private consumption,2008,0.714751
226,PRT,Purchasing Power Parities for private consumption,2009,0.705319
227,PRT,Purchasing Power Parities for private consumption,2010,0.699583
228,PRT,Purchasing Power Parities for private consumption,2011,0.693922
229,PRT,Purchasing Power Parities for private consumption,2012,0.689488
230,PRT,Purchasing Power Parities for private consumption,2013,0.664811
231,PRT,Purchasing Power Parities for private consumption,2014,0.667289
232,PRT,Purchasing Power Parities for private consumption,2015,0.673034
233,PRT,Purchasing Power Parities for private consumption,2016,0.658017
234,PRT,Purchasing Power Parities for private consumption,2017,0.667129
235,PRT,Purchasing Power Parities for private consumption,2018,0.649233
236,PRT,Purchasing Power Parities for private consumption,2019,0.644105
237,SVK,Purchasing Power Parities for private consumption,2004,0.622206
238,SVK,Purchasing Power Parities for private consumption,2005,0.614441
239,SVK,Purchasing Power Parities for private consumption,2006,0.625589
240,SVK,Purchasing Power Parities for private consumption,2007,0.625609
241,SVK,Purchasing Power Parities for private consumption,2008,0.608411
242,SVK,Purchasing Power Parities for private consumption,2009,0.593709
243,SVK,Purchasing Power Parities for private consumption,2010,0.567622
244,SVK,Purchasing Power Parities for private consumption,2011,0.564795
245,SVK,Purchasing Power Parities for private consumption,2012,0.569467
246,SVK,Purchasing Power Parities for private consumption,2013,0.549944
247,SVK,Purchasing Power Parities for private consumption,2014,0.544946
248,SVK,Purchasing Power Parities for private consumption,2015,0.549963
249,SVK,Purchasing Power Parities for private consumption,2016,0.587277
250,SVK,Purchasing Power Parities for private consumption,2017,0.618079
251,SVK,Purchasing Power Parities for private consumption,2018,0.620668
252,SVK,Purchasing Power Parities for private consumption,2019,0.635303
253,ESP,Purchasing Power Parities for private consumption,2007,0.808952
254,ESP,Purchasing Power Parities for private consumption,2008,0.802165
255,ESP,Purchasing Power Parities for private consumption,2009,0.800309
256,ESP,Purchasing Power Parities for private consumption,2010,0.800287
257,ESP,Purchasing Power Parities for private consumption,2011,0.791645
258,ESP,Purchasing Power Parities for private consumption,2012,0.78582
259,ESP,Purchasing Power Parities for private consumption,2013,0.758457
260,ESP,Purchasing Power Parities for private consumption,2014,0.744228
261,ESP,Purchasing Power Parities for private consumption,2015,0.738177
262,ESP,Purchasing Power Parities for private consumption,2016,0.71839
263,ESP,Purchasing Power Parities for private consumption,2017,0.710629
264,ESP,Purchasing Power Parities for private consumption,2018,0.710892
265,ESP,Purchasing Power Parities for private consumption,2019,0.708238
266,SWE,Purchasing Power Parities for private consumption,2013,9.05176
267,SWE,Purchasing Power Parities for private consumption,2014,9.122638
268,SWE,Purchasing Power Parities for private consumption,2015,9.301319
269,SWE,Purchasing Power Parities for private consumption,2016,9.324154
270,SWE,Purchasing Power Parities for private consumption,2017,9.483893
271,SWE,Purchasing Power Parities for private consumption,2018,9.454204
272,SWE,Purchasing Power Parities for private consumption,2019,9.579014
273,CHE,Purchasing Power Parities for private consumption,2006,1.72912
274,CHE,Purchasing Power Parities for private consumption,2007,1.662775
275,CHE,Purchasing Power Parities for private consumption,2008,1.614472
276,CHE,Purchasing Power Parities for private consumption,2009,1.582188
277,CHE,Purchasing Power Parities for private consumption,2010,1.581443
278,CHE,Purchasing Power Parities for private consumption,2011,1.537326
279,CHE,Purchasing Power Parities for private consumption,2012,1.506301
280,CHE,Purchasing Power Parities for private consumption,2013,1.453364
281,CHE,Purchasing Power Parities for private consumption,2014,1.432765
282,CHE,Purchasing Power Parities for private consumption,2015,1.41316
283,CHE,Purchasing Power Parities for private consumption,2016,1.381825
284,CHE,Purchasing Power Parities for private consumption,2017,1.373864
285,CHE,Purchasing Power Parities for private consumption,2018,1.352479
286,TUR,Purchasing Power Parities for private consumption,2011,1.148268
287,TUR,Purchasing Power Parities for private consumption,2012,1.230462
288,TUR,Purchasing Power Parities for private consumption,2013,1.29735
289,TUR,Purchasing Power Parities for private consumption,2014,1.369344
290,TUR,Purchasing Power Parities for private consumption,2015,1.445683
291,TUR,Purchasing Power Parities for private consumption,2017,1.707804
292,TUR,Purchasing Power Parities for private consumption,2018,1.927296
293,GBR,Purchasing Power Parities for private consumption,2002,0.763978
294,GBR,Purchasing Power Parities for private consumption,2003,0.760365
295,GBR,Purchasing Power Parities for private consumption,2004,0.742845
296,GBR,Purchasing Power Parities for private consumption,2005,0.762904
297,GBR,Purchasing Power Parities for private consumption,2006,0.749758
298,GBR,Purchasing Power Parities for private consumption,2007,0.759551
299,GBR,Purchasing Power Parities for private consumption,2008,0.763449
300,GBR,Purchasing Power Parities for private consumption,2009,0.782068
301,GBR,Purchasing Power Parities for private consumption,2010,0.777413
302,GBR,Purchasing Power Parities for private consumption,2011,0.777677
303,GBR,Purchasing Power Parities for private consumption,2012,0.787207
304,GBR,Purchasing Power Parities for private consumption,2013,0.792885
305,GBR,Purchasing Power Parities for private consumption,2014,0.798517
306,GBR,Purchasing Power Parities for private consumption,2015,0.805799
307,GBR,Purchasing Power Parities for private consumption,2016,0.788601
308,GBR,Purchasing Power Parities for private consumption,2017,0.786784
309,GBR,Purchasing Power Parities for private consumption,2018,0.778062
310,GBR,Purchasing Power Parities for private consumption,2019,0.778785
311,USA,Purchasing Power Parities for private consumption,2013,1.0
312,USA,Purchasing Power Parities for private consumption,2014,1.0
313,USA,Purchasing Power Parities for private consumption,2015,1.0
314,USA,Purchasing Power Parities for private consumption,2016,1.0
315,USA,Purchasing Power Parities for private consumption,2017,1.0
316,USA,Purchasing Power Parities for private consumption,2018,1.0
317,USA,Purchasing Power Parities for private consumption,2019,1.0
318,EST,Purchasing Power Parities for private consumption,2013,0.59817
319,EST,Purchasing Power Parities for private consumption,2014,0.598979
320,EST,Purchasing Power Parities for private consumption,2015,0.603207
321,EST,Purchasing Power Parities for private consumption,2016,0.593663
322,EST,Purchasing Power Parities for private consumption,2017,0.606524
323,EST,Purchasing Power Parities for private consumption,2018,0.614864
324,EST,Purchasing Power Parities for private consumption,2019,0.627571
325,ISR,Purchasing Power Parities for private consumption,2011,4.270233
326,ISR,Purchasing Power Parities for private consumption,2012,4.283958
327,ISR,Purchasing Power Parities for private consumption,2013,4.426943
328,ISR,Purchasing Power Parities for private consumption,2014,4.575621
329,ISR,Purchasing Power Parities for private consumption,2015,4.553442
330,ISR,Purchasing Power Parities for private consumption,2016,4.294673
331,ISR,Purchasing Power Parities for private consumption,2017,4.252362
332,ISR,Purchasing Power Parities for private consumption,2018,4.157879
333,SVN,Purchasing Power Parities for private consumption,2004,0.653832
334,SVN,Purchasing Power Parities for private consumption,2005,0.662445
335,SVN,Purchasing Power Parities for private consumption,2006,0.666732
336,SVN,Purchasing Power Parities for private consumption,2007,0.684499
337,SVN,Purchasing Power Parities for private consumption,2008,0.686488
338,SVN,Purchasing Power Parities for private consumption,2009,0.708671
339,SVN,Purchasing Power Parities for private consumption,2010,0.698064
340,SVN,Purchasing Power Parities for private consumption,2011,0.681376
341,SVN,Purchasing Power Parities for private consumption,2012,0.677672
342,SVN,Purchasing Power Parities for private consumption,2013,0.665662
343,SVN,Purchasing Power Parities for private consumption,2014,0.66613
344,SVN,Purchasing Power Parities for private consumption,2015,0.669388
345,SVN,Purchasing Power Parities for private consumption,2016,0.654905
346,SVN,Purchasing Power Parities for private consumption,2017,0.649155
347,SVN,Purchasing Power Parities for private consumption,2018,0.641779
348,SVN,Purchasing Power Parities for private consumption,2019,0.639661
349,JPN,Purchasing Power Parities for private consumption,2018,114.13605
350,KOR,Purchasing Power Parities for private consumption,2015,959.68028
351,KOR,Purchasing Power Parities for private consumption,2016,967.11489
352,KOR,Purchasing Power Parities for private consumption,2017,992.07438
353,KOR,Purchasing Power Parities for private consumption,2018,979.21437
354,CHL,Purchasing Power Parities for private consumption,2009,367.23048
355,CHL,Purchasing Power Parities for private consumption,2011,370.19874
356,CHL,Purchasing Power Parities for private consumption,2013,390.1613
357,CHL,Purchasing Power Parities for private consumption,2015,447.26663
358,CHL,Purchasing Power Parities for private consumption,2017,463.23141
359,LVA,Purchasing Power Parities for private consumption,2004,0.455652
360,LVA,Purchasing Power Parities for private consumption,2005,0.492467
361,LVA,Purchasing Power Parities for private consumption,2006,0.544364
362,LVA,Purchasing Power Parities for private consumption,2007,0.600319
363,LVA,Purchasing Power Parities for private consumption,2008,0.640997
364,LVA,Purchasing Power Parities for private consumption,2009,0.609841
365,LVA,Purchasing Power Parities for private consumption,2010,0.565683
366,LVA,Purchasing Power Parities for private consumption,2011,0.577839
367,LVA,Purchasing Power Parities for private consumption,2012,0.580503
368,LVA,Purchasing Power Parities for private consumption,2013,0.564252
369,LVA,Purchasing Power Parities for private consumption,2014,0.569704
370,LVA,Purchasing Power Parities for private consumption,2015,0.569314
371,LVA,Purchasing Power Parities for private consumption,2016,0.561069
372,LVA,Purchasing Power Parities for private consumption,2017,0.562041
373,LVA,Purchasing Power Parities for private consumption,2018,0.564867
374,LVA,Purchasing Power Parities for private consumption,2019,0.572573
375,LTU,Purchasing Power Parities for private consumption,2004,0.455467
376,LTU,Purchasing Power Parities for private consumption,2005,0.472796
377,LTU,Purchasing Power Parities for private consumption,2006,0.495741
378,LTU,Purchasing Power Parities for private consumption,2007,0.517721
379,LTU,Purchasing Power Parities for private consumption,2008,0.545399
380,LTU,Purchasing Power Parities for private consumption,2009,0.534495
381,LTU,Purchasing Power Parities for private consumption,2010,0.516044
382,LTU,Purchasing Power Parities for private consumption,2011,0.51747
383,LTU,Purchasing Power Parities for private consumption,2012,0.518934
384,LTU,Purchasing Power Parities for private consumption,2013,0.504281
385,LTU,Purchasing Power Parities for private consumption,2014,0.499885
386,LTU,Purchasing Power Parities for private consumption,2015,0.499191
387,LTU,Purchasing Power Parities for private consumption,2016,0.490628
388,LTU,Purchasing Power Parities for private consumption,2017,0.495476
389,LTU,Purchasing Power Parities for private consumption,2018,0.496833
390,LTU,Purchasing Power Parities for private consumption,2019,0.504558
391,BRA,Purchasing Power Parities for private consumption,2006,1.431848
392,BRA,Purchasing Power Parities for private consumption,2009,1.545657
393,BRA,Purchasing Power Parities for private consumption,2011,1.651221
394,BRA,Purchasing Power Parities for private consumption,2013,1.791677
395,BRA,Purchasing Power Parities for private consumption,2016,2.249023
396,CHN,Purchasing Power Parities for private consumption,2011,3.697517
397,CRI,Purchasing Power Parities for private consumption,2010,331.39465
398,CRI,Purchasing Power Parities for private consumption,2011,336.9244
399,CRI,Purchasing Power Parities for private consumption,2012,340.81362
400,CRI,Purchasing Power Parities for private consumption,2013,354.53064
401,CRI,Purchasing Power Parities for private consumption,2014,363.85264
402,CRI,Purchasing Power Parities for private consumption,2015,366.09304
403,CRI,Purchasing Power Parities for private consumption,2016,362.22859
404,CRI,Purchasing Power Parities for private consumption,2017,361.10642
405,CRI,Purchasing Power Parities for private consumption,2018,361.24707
406,CRI,Purchasing Power Parities for private consumption,2019,359.26691
407,CRI,Purchasing Power Parities for private consumption,2020,360.40051
408,IND,Purchasing Power Parities for private consumption,2004,10.592215
409,IND,Purchasing Power Parities for private consumption,2011,15.282893
410,RUS,Purchasing Power Parities for private consumption,2011,18.910821
411,RUS,Purchasing Power Parities for private consumption,2016,25.753506
412,RUS,Purchasing Power Parities for private consumption,2017,25.850855
413,ZAF,Purchasing Power Parities for private consumption,2015,5.997116
414,ZAF,Purchasing Power Parities for private consumption,2017,6.549363
415,BGR,Purchasing Power Parities for private consumption,2006,0.754205
416,BGR,Purchasing Power Parities for private consumption,2007,0.789803
417,BGR,Purchasing Power Parities for private consumption,2008,0.831066
418,BGR,Purchasing Power Parities for private consumption,2009,0.849062
419,BGR,Purchasing Power Parities for private consumption,2010,0.832412
420,BGR,Purchasing Power Parities for private consumption,2011,0.806083
421,BGR,Purchasing Power Parities for private consumption,2012,0.802702
422,BGR,Purchasing Power Parities for private consumption,2013,0.77434
423,BGR,Purchasing Power Parities for private consumption,2014,0.746216
424,BGR,Purchasing Power Parities for private consumption,2015,0.756858
425,BGR,Purchasing Power Parities for private consumption,2016,0.732023
426,BGR,Purchasing Power Parities for private consumption,2017,0.751071
427,BGR,Purchasing Power Parities for private consumption,2018,0.745565
428,BGR,Purchasing Power Parities for private consumption,2019,0.76727
429,ROU,Purchasing Power Parities for private consumption,2006,1.695861
430,ROU,Purchasing Power Parities for private consumption,2007,1.780279
431,ROU,Purchasing Power Parities for private consumption,2008,1.846352
432,ROU,Purchasing Power Parities for private consumption,2009,1.878159
433,ROU,Purchasing Power Parities for private consumption,2010,1.849517
434,ROU,Purchasing Power Parities for private consumption,2011,1.847509
435,ROU,Purchasing Power Parities for private consumption,2012,1.872929
436,ROU,Purchasing Power Parities for private consumption,2013,1.883977
437,ROU,Purchasing Power Parities for private consumption,2014,1.888872
438,ROU,Purchasing Power Parities for private consumption,2015,1.907635
439,ROU,Purchasing Power Parities for private consumption,2016,1.819649
440,ROU,Purchasing Power Parities for private consumption,2017,1.87596
441,ROU,Purchasing Power Parities for private consumption,2018,1.911556
442,ROU,Purchasing Power Parities for private consumption,2019,1.928292
